Symbol,Woche,Jahr,Monat,KW,Quartal,Open_Woche,Close_Woche,High_Woche,Low_Woche,Volume_Woche,Volume_Avg,Rendite_Woche,Vol_Woche,Vol_Annualisiert,Handelstage,Best_Day,Worst_Day
MU,2024-09-23 00:00:00,2024,9,39,3,92.68,107.5,114.8,92.58,252126300,50425260.0,0.159905,0.145962,1.03623,5,0.147332,-0.02166
MU,2024-09-30 00:00:00,2024,9,40,3,106.08,103.71,106.75,102.26,39544700,39544700.0,-0.022342,,,1,-0.035256,-0.035256
MU,2024-09-30 00:00:00,2024,10,40,4,103.4,102.25,104.24,98.94,104732600,26183150.0,-0.011122,0.049294,0.349951,4,0.01973,-0.032784
MU,2024-10-07 00:00:00,2024,10,41,4,102.16,106.92,107.65,100.32,105789800,21157960.0,0.046594,0.041557,0.295028,5,0.039233,-0.008192
MU,2024-10-14 00:00:00,2024,10,42,4,107.81,111.15,114.14,102.71,102177100,20435420.0,0.03098,0.072172,0.512369,5,0.047163,-0.037105
MU,2024-10-21 00:00:00,2024,10,43,4,111.1,107.91,111.14,103.54,69233500,13846700.0,-0.028713,0.041326,0.293387,5,0.017135,-0.025691
MU,2024-10-28 00:00:00,2024,10,44,4,106.78,99.65,108.75,99.07,61697700,15424425.0,-0.066773,0.060817,0.431761,4,0.016825,-0.042563
MU,2024-10-28 00:00:00,2024,11,44,4,100.0,99.73,100.61,99.37,13623400,13623400.0,-0.0027,,,1,0.000803,0.000803
MU,2024-11-04 00:00:00,2024,11,45,4,101.5,111.9,114.3,101.0,74757700,14951540.0,0.102463,0.06099,0.432986,5,0.060101,-0.013315
MU,2024-11-11 00:00:00,2024,11,46,4,110.95,96.34,111.51,95.64,91733600,18346720.0,-0.131681,0.030737,0.218209,5,-0.007406,-0.041878
MU,2024-11-18 00:00:00,2024,11,47,4,96.55,102.64,103.71,95.53,69866200,13973240.0,0.063076,0.041211,0.292573,5,0.044627,-0.001168
MU,2024-11-25 00:00:00,2024,11,48,4,103.85,97.95,106.4,96.1,72889400,18222350.0,-0.056813,0.053476,0.379644,4,0.017927,-0.035364
MU,2024-12-02 00:00:00,2024,12,49,4,97.6,101.17,104.25,97.53,82141400,16428280.0,0.036578,0.045259,0.321306,5,0.033654,-0.022577
MU,2024-12-09 00:00:00,2024,12,50,4,100.65,102.5,105.0,97.27,96199700,19239940.0,0.018381,0.095054,0.674817,5,0.043363,-0.045905
MU,2024-12-16 00:00:00,2024,12,51,4,105.61,90.12,112.04,83.54,282552200,56510440.0,-0.146672,0.193538,1.373986,5,0.056195,-0.16179
MU,2024-12-23 00:00:00,2024,12,52,4,90.0,88.63,91.1,87.58,72953600,18238400.0,-0.015222,0.017675,0.12548,4,0.006048,-0.013249
MU,2024-12-30 00:00:00,2025,1,1,1,84.98,89.87,90.2,84.74,36344600,18172300.0,0.057543,0.013568,0.096321,2,0.037666,0.029085
MU,2024-12-30 00:00:00,2024,12,1,4,86.99,84.16,87.05,84.09,40714400,20357200.0,-0.032532,0.037914,0.269164,2,-0.01348,-0.037459
MU,2025-01-06 00:00:00,2025,1,2,1,95.57,99.34,106.74,95.48,150502800,37625700.0,0.039448,0.125338,0.889811,4,0.104484,-0.024531
MU,2025-01-13 00:00:00,2025,1,3,1,95.84,105.75,105.88,92.88,104033300,20806660.0,0.103402,0.087551,0.621549,5,0.059881,-0.043084
MU,2025-01-20 00:00:00,2025,1,4,1,105.43,103.19,110.67,102.72,85959300,21489825.0,-0.021246,0.069656,0.494505,4,0.034326,-0.04019
MU,2025-01-27 00:00:00,2025,1,5,1,94.86,91.24,96.1,87.76,153821800,30764360.0,-0.038162,0.1317,0.934978,5,0.039209,-0.117066
MU,2025-02-03 00:00:00,2025,2,6,1,88.65,92.3,96.61,88.02,78839300,15767860.0,0.041173,0.049491,0.351351,5,0.032429,-0.023694
MU,2025-02-10 00:00:00,2025,2,7,1,93.19,99.52,100.7,87.35,89081000,17816200.0,0.067926,0.077911,0.553114,5,0.043412,-0.02551
MU,2025-02-17 00:00:00,2025,2,8,1,102.64,98.84,107.88,97.75,80656600,20164150.0,-0.037023,0.113644,0.80679,4,0.073051,-0.042062
MU,2025-02-24 00:00:00,2025,2,9,1,100.22,93.63,100.7,89.87,100572500,20114500.0,-0.065755,0.097289,0.690685,5,0.048166,-0.06028
MU,2025-03-03 00:00:00,2025,3,10,1,95.81,92.96,96.2,86.8,95745600,19149120.0,-0.029746,0.093017,0.660357,5,0.041335,-0.053742
MU,2025-03-10 00:00:00,2025,3,11,1,89.59,100.79,102.78,85.76,110893000,22178600.0,0.125014,0.124466,0.883621,5,0.074003,-0.063253
MU,2025-03-17 00:00:00,2025,3,12,1,101.06,94.72,104.69,93.7,144606300,28921260.0,-0.062735,0.090761,0.644339,5,0.023018,-0.080388
MU,2025-03-24 00:00:00,2025,3,13,1,96.1,88.44,98.42,87.6,117482200,23496440.0,-0.079709,0.049151,0.348935,5,0.023438,-0.029838
MU,2025-03-31 00:00:00,2025,3,14,1,86.0,86.89,87.09,84.1,21089500,21089500.0,0.010349,,,1,-0.017526,-0.017526
MU,2025-03-31 00:00:00,2025,4,14,2,88.53,64.72,89.93,63.86,125434700,31358675.0,-0.268948,0.203215,1.442681,4,0.020946,-0.160948
MU,2025-04-07 00:00:00,2025,4,15,2,63.94,69.55,78.56,61.54,229826600,45965320.0,0.087739,0.246464,1.74972,5,0.188129,-0.100424
MU,2025-04-14 00:00:00,2025,4,16,2,74.67,68.8,74.78,67.0,100936500,25234125.0,-0.078613,0.041995,0.298136,4,0.021136,-0.024071
MU,2025-04-21 00:00:00,2025,4,17,2,67.76,79.78,80.3,65.65,110184600,22036920.0,0.177391,0.08022,0.569504,5,0.061566,-0.029942
MU,2025-04-28 00:00:00,2025,4,18,2,78.77,76.95,79.61,73.5,53759700,17919900.0,-0.023105,0.025768,0.182933,3,0.000911,-0.021385
MU,2025-04-28 00:00:00,2025,5,18,2,79.4,80.72,81.67,77.64,34248900,17124450.0,0.016625,0.043127,0.306172,2,0.037932,0.010656
MU,2025-05-05 00:00:00,2025,5,19,2,79.41,85.86,86.27,78.54,71175200,14235040.0,0.081224,0.034025,0.241553,5,0.030622,-0.003717
MU,2025-05-12 00:00:00,2025,5,20,2,92.81,98.0,98.19,91.95,130624200,26124840.0,0.055921,0.082111,0.582927,5,0.074889,-0.01661
MU,2025-05-19 00:00:00,2025,5,21,2,95.71,93.37,99.02,90.93,72265900,14453180.0,-0.024449,0.024869,0.17655,5,0.006633,-0.023038
MU,2025-05-26 00:00:00,2025,5,22,2,95.18,94.46,99.63,92.22,66499800,16624950.0,-0.007565,0.052135,0.370119,4,0.032237,-0.024174
MU,2025-06-02 00:00:00,2025,6,23,2,94.58,108.56,111.05,94.4,103747600,20749520.0,0.147811,0.029333,0.208244,5,0.041454,0.00978
MU,2025-06-09 00:00:00,2025,6,24,2,109.51,115.6,117.26,108.58,99252700,19850540.0,0.055611,0.031671,0.224843,5,0.028752,-0.004992
MU,2025-06-16 00:00:00,2025,6,25,2,117.81,123.6,124.16,117.32,91682200,22920550.0,0.049147,0.03108,0.220644,4,0.036678,0.004172
MU,2025-06-23 00:00:00,2025,6,26,2,123.67,124.76,129.85,119.81,188793500,37758700.0,0.008814,0.057328,0.40699,5,0.047756,-0.012298
MU,2025-06-30 00:00:00,2025,7,27,3,122.35,122.29,123.99,118.06,67377500,22459167.0,-0.00049,0.032297,0.229288,3,0.007031,-0.019148
MU,2025-06-30 00:00:00,2025,6,27,2,124.9,123.25,125.08,121.85,22799700,22799700.0,-0.013211,,,1,-0.012103,-0.012103
MU,2025-07-07 00:00:00,2025,7,28,3,121.18,124.53,126.15,118.91,97049600,19409920.0,0.027645,0.052441,0.372297,5,0.037525,-0.01938
MU,2025-07-14 00:00:00,2025,7,29,3,120.38,114.39,121.39,110.95,141743700,28348740.0,-0.049759,0.059465,0.422162,5,0.012646,-0.047539
MU,2025-07-21 00:00:00,2025,7,30,3,113.59,111.26,115.92,108.13,104582800,20916560.0,-0.020512,0.044169,0.313568,5,0.017299,-0.035415
MU,2025-07-28 00:00:00,2025,8,31,3,105.49,104.88,106.5,103.38,24003300,24003300.0,-0.005783,,,1,-0.039032,-0.039032
MU,2025-07-28 00:00:00,2025,7,31,3,111.72,109.14,114.89,106.94,75188700,18797175.0,-0.023093,0.070251,0.498732,4,0.02483,-0.048806
MU,2025-08-04 00:00:00,2025,8,32,3,106.02,118.89,119.33,105.46,93587200,18717440.0,0.121392,0.054441,0.386492,5,0.062751,-0.002567
MU,2025-08-11 00:00:00,2025,8,33,3,124.97,120.87,128.6,119.44,110687800,22137560.0,-0.032808,0.076601,0.543812,5,0.040626,-0.035278
MU,2025-08-18 00:00:00,2025,8,34,3,121.35,117.68,124.24,113.46,79708200,15941640.0,-0.030243,0.055853,0.396518,5,0.022173,-0.039656
MU,2025-08-25 00:00:00,2025,8,35,3,117.68,119.01,122.77,115.81,70677900,14135580.0,0.011302,0.051276,0.364021,5,0.036093,-0.024508
MU,2025-09-01 00:00:00,2025,9,36,3,115.86,131.37,131.41,114.25,74878300,18719575.0,0.133868,0.069662,0.494549,4,0.057644,-0.004453
MU,2025-09-08 00:00:00,2025,9,37,3,130.55,157.23,158.28,128.4,150723600,30144720.0,0.204366,0.060462,0.429236,5,0.0755,0.000685
MU,2025-09-15 00:00:00,2025,9,38,3,156.96,162.73,170.45,155.26,121379300,24275860.0,0.036761,0.073033,0.518481,5,0.055628,-0.036473
MU,2025-09-22 00:00:00,2025,9,39,3,164.38,157.27,168.99,154.65,182518300,36503660.0,-0.043253,0.046769,0.33203,5,0.011614,-0.030178
MU,2025-09-29 00:00:00,2025,9,40,3,160.0,167.32,168.95,159.97,46599000,23299500.0,0.04575,0.033664,0.238991,2,0.042157,0.020866
MU,2025-09-29 00:00:00,2025,10,40,4,165.6,187.83,191.85,165.5,96196300,32065433.0,0.134239,0.095605,0.678731,3,0.088632,0.008784
MU,2025-10-06 00:00:00,2025,10,41,4,195.01,181.6,201.0,179.61,137766200,27553240.0,-0.068766,0.099047,0.703165,5,0.058431,-0.05579
MU,2025-10-13 00:00:00,2025,10,42,4,190.79,202.38,206.34,186.25,119958300,23991660.0,0.060747,0.085578,0.607542,5,0.061509,-0.029621
MU,2025-10-20 00:00:00,2025,10,43,4,209.66,219.02,219.82,192.4,104155200,20831040.0,0.044644,0.080739,0.573192,5,0.059552,-0.021667
MU,2025-10-27 00:00:00,2025,10,44,4,224.81,223.77,232.4,215.74,93163000,18632600.0,-0.004626,0.027023,0.191842,5,0.02127,-0.011561
MU,2025-11-03 00:00:00,2025,11,45,4,233.88,237.92,246.41,217.4,136143500,27228700.0,0.017274,0.134495,0.954818,5,0.0893,-0.071027
MU,2025-11-10 00:00:00,2025,11,46,4,247.96,246.83,257.07,230.16,136251900,27250380.0,-0.004557,0.107182,0.760916,5,0.064644,-0.048125
MU,2025-11-17 00:00:00,2025,11,47,4,246.92,207.37,260.58,192.59,183505300,36701060.0,-0.160173,0.116326,0.825832,5,0.029796,-0.108667
MU,2025-11-24 00:00:00,2025,11,48,4,213.41,236.48,238.1,212.36,81226700,20306675.0,0.108102,0.07308,0.518814,4,0.079857,0.002679
MU,2025-12-01 00:00:00,2025,12,49,4,232.29,237.22,244.37,223.33,100267500,20053500.0,0.021223,0.07065,0.501567,5,0.046636,-0.032072
MU,2025-12-08 00:00:00,2025,12,50,4,243.49,241.14,264.75,239.32,104327100,20865420.0,-0.009651,0.105875,0.751638,5,0.044727,-0.067012
MU,2025-12-15 00:00:00,2025,12,51,4,247.11,265.92,268.38,221.69,219336200,43867240.0,0.07612,0.135302,0.960547,5,0.10212,-0.030063
MU,2025-12-22 00:00:00,2025,12,52,4,277.15,284.79,290.87,268.29,88200600,22050150.0,0.027566,0.055494,0.393965,4,0.040125,-0.006593
MU,2025-12-29 00:00:00,2025,12,1,4,280.33,285.41,298.83,278.5,67273100,22424367.0,0.018121,0.066561,0.472539,3,0.033639,-0.024673
MU,2025-12-29 00:00:00,2026,1,1,1,295.13,315.42,315.6,294.86,42604300,42604300.0,0.068749,,,1,0.105147,0.105147
MU,2026-01-05 00:00:00,2026,1,2,1,325.13,345.09,346.3,309.55,183407300,36681460.0,0.061391,0.12656,0.898489,5,0.100208,-0.036902
MU,2026-01-12 00:00:00,2026,1,3,1,340.55,362.75,365.81,328.2,140583200,28116640.0,0.065189,0.088442,0.627879,5,0.077593,-0.022378
MU,2026-01-19 00:00:00,2026,1,4,1,364.68,399.65,412.43,361.35,181469500,45367375.0,0.095892,0.063782,0.452809,4,0.066055,0.005207
MU,2026-01-26 00:00:00,2026,1,5,1,395.5,414.88,455.5,384.3,201830300,40366060.0,0.049001,0.107973,0.766535,5,0.061037,-0.047982
MU,2026-02-02 00:00:00,2026,2,6,1,412.18,394.69,442.43,363.9,214704900,42940980.0,-0.042433,0.135106,0.959154,5,0.055245,-0.095461
MU,2026-02-09 00:00:00,2026,2,7,1,380.69,411.66,438.77,366.06,194365100,38873020.0,0.081352,0.117525,0.834342,5,0.09937,-0.028351
MU,2026-02-16 00:00:00,2026,2,8,1,400.95,428.17,430.57,394.6,112402300,28100575.0,0.067889,0.081161,0.576189,4,0.052954,-0.028859
MU,2026-02-23 00:00:00,2026,2,9,1,422.31,412.37,436.89,401.18,150199500,30039900.0,-0.023537,0.047388,0.336423,5,0.026291,-0.031329
MU,2026-03-02 00:00:00,2026,3,10,1,401.47,370.3,417.61,367.45,166123900,33224780.0,-0.07764,0.122928,0.872705,5,0.055547,-0.079943
MU,2026-03-09 00:00:00,2026,3,11,1,363.96,426.13,429.35,357.67,170465900,34093180.0,0.170815,0.077735,0.551867,5,0.051364,-0.031861
MU,2026-03-16 00:00:00,2026,3,12,1,446.16,422.9,471.34,415.36,283876000,56775200.0,-0.052134,0.094336,0.669718,5,0.04502,-0.048101
MU,2026-03-23 00:00:00,2026,3,13,1,426.15,357.22,444.27,350.0,255433700,51086740.0,-0.161751,0.061552,0.436977,5,0.004951,-0.069696
MU,2026-03-30 00:00:00,2026,3,14,1,362.66,337.84,362.81,311.49,147385000,73692500.0,-0.068439,0.23559,1.672521,2,0.049845,-0.099155
MU,2026-03-30 00:00:00,2026,4,14,2,348.91,366.24,377.89,340.2,125928500,62964250.0,0.049669,0.147372,1.046235,2,0.088829,-0.004377
MU,2026-04-06 00:00:00,2026,4,15,2,373.8,420.59,423.94,364.1,210334200,42066840.0,0.125174,0.072657,0.51581,5,0.077202,-0.002183
MU,2026-04-13 00:00:00,2026,4,16,2,416.47,455.07,470.97,408.5,196952200,39390440.0,0.092684,0.097856,0.694711,5,0.091664,-0.020251
MU,2026-04-20 00:00:00,2026,4,17,2,458.25,496.72,506.99,435.9,179303300,35860660.0,0.08395,0.09244,0.65626,5,0.084783,-0.014613
MU,2026-04-27 00:00:00,2026,4,18,2,510.56,517.16,535.5,488.23,158918300,39729575.0,0.012927,0.090997,0.646013,4,0.056048,-0.038642
MU,2026-04-27 00:00:00,2026,5,18,2,511.78,542.21,545.91,510.21,40215300,40215300.0,0.059459,,,1,0.048438,0.048438
MU,2026-05-04 00:00:00,2026,5,19,2,560.6,746.81,747.21,557.76,278696400,55739280.0,0.332162,0.156938,1.114147,5,0.154926,-0.029943
MU,2026-05-11 00:00:00,2026,5,20,2,792.98,724.66,818.67,706.6,290252700,58050540.0,-0.086156,0.129008,0.915864,5,0.06497,-0.066172
MU,2026-05-18 00:00:00,2026,5,21,2,750.46,751.0,780.2,652.21,249126400,49825280.0,0.00072,0.100175,0.711171,5,0.047586,-0.059504
MU,2026-05-25 00:00:00,2026,5,22,2,820.5,923.52,956.16,820.3,197631323,65877108.0,0.125558,0.233685,1.658998,3,0.192916,-0.005267
NEE,2019-12-30 00:00:00,2020,1,1,1,59.6575,60.08,60.34,59.535,7097200,7097200.0,0.007082,,,1,0.007124,0.007124
NEE,2020-01-06 00:00:00,2020,1,2,1,60.175,60.8875,61.175,60.0425,30191600,6038320.0,0.01184,0.008291,0.05886,5,0.007836,-0.00087
NEE,2020-01-13 00:00:00,2020,1,3,1,60.7625,63.35,63.4375,60.7625,37798000,7559600.0,0.042584,0.012113,0.085991,5,0.015541,0.002743
NEE,2020-01-20 00:00:00,2020,1,4,1,63.5075,65.93,66.02,63.2025,39074800,9768700.0,0.038145,0.014128,0.1003,4,0.013996,0.000693
NEE,2020-01-27 00:00:00,2020,1,5,1,65.655,67.05,67.665,65.5725,36815600,7363120.0,0.021247,0.021576,0.153172,5,0.015691,-0.006409
NEE,2020-02-03 00:00:00,2020,2,6,1,67.1725,67.385,67.9125,65.5525,44475200,8895040.0,0.003163,0.016529,0.117346,5,0.008203,-0.008508
NEE,2020-02-10 00:00:00,2020,2,7,1,67.5775,69.63,69.77,67.3325,36209200,7241840.0,0.030373,0.022152,0.157261,5,0.019278,-0.006945
NEE,2020-02-17 00:00:00,2020,2,8,1,70.0,69.3975,70.8375,68.3275,52686800,13171700.0,-0.008607,0.039123,0.277748,4,0.012638,-0.026131
NEE,2020-02-24 00:00:00,2020,2,9,1,68.7,63.19,69.6525,60.77,71001200,14200240.0,-0.080204,0.041226,0.292676,5,-0.003181,-0.050544
NEE,2020-03-02 00:00:00,2020,3,10,1,63.4125,67.955,70.6425,63.0825,76623200,15324640.0,0.071634,0.097565,0.692644,5,0.064379,-0.021473
NEE,2020-03-09 00:00:00,2020,3,11,1,63.615,55.39,66.83,49.09,122194000,24438800.0,-0.129293,0.156558,1.111449,5,0.060654,-0.134171
NEE,2020-03-16 00:00:00,2020,3,12,1,49.5,47.9375,56.9975,46.715,103900000,20780000.0,-0.031566,0.171093,1.214642,5,0.101256,-0.091127
NEE,2020-03-23 00:00:00,2020,3,13,1,46.6675,57.9875,60.08,43.7,90196400,18039280.0,0.242567,0.17048,1.210287,5,0.136904,-0.052621
NEE,2020-03-30 00:00:00,2020,3,14,1,59.3275,60.155,62.0575,58.59,35272800,17636400.0,0.013948,0.130487,0.926363,2,0.060617,-0.02191
NEE,2020-03-30 00:00:00,2020,4,14,2,57.74,55.41,57.9975,53.26,31681200,10560400.0,-0.040353,0.146384,1.039225,3,0.037667,-0.093051
NEE,2020-04-06 00:00:00,2020,4,15,2,57.6975,61.32,62.7175,56.01,61653200,15413300.0,0.062784,0.084778,0.601867,4,0.058067,-0.025671
NEE,2020-04-13 00:00:00,2020,4,16,2,60.64,61.565,61.7825,58.595,53705200,10741040.0,0.015254,0.069498,0.493389,5,0.036972,-0.036978
NEE,2020-04-20 00:00:00,2020,4,17,2,61.3625,59.925,62.175,57.765,48485600,9697120.0,-0.023426,0.073465,0.521548,5,0.049911,-0.035125
NEE,2020-04-27 00:00:00,2020,4,18,2,60.5275,57.78,61.725,57.225,44758800,11189700.0,-0.045393,0.037623,0.267096,4,0.01627,-0.017652
NEE,2020-04-27 00:00:00,2020,5,18,2,57.4775,56.7625,57.505,56.25,9168000,9168000.0,-0.01244,,,1,-0.01761,-0.01761
NEE,2020-05-04 00:00:00,2020,5,19,2,56.75,57.4325,58.6375,55.655,44497600,8899520.0,0.012026,0.047519,0.337353,5,0.023387,-0.032334
NEE,2020-05-11 00:00:00,2020,5,20,2,56.6975,56.9625,58.3325,55.805,63324400,12664880.0,0.004674,0.028066,0.199246,5,0.009608,-0.018861
NEE,2020-05-18 00:00:00,2020,5,21,2,58.485,58.4625,59.225,56.7875,35801600,7160320.0,-0.000385,0.053061,0.376695,5,0.033355,-0.021024
NEE,2020-05-25 00:00:00,2020,5,22,2,59.085,63.89,64.1275,58.45,47728000,11932000.0,0.081324,0.038639,0.27431,4,0.042425,0.001967
NEE,2020-06-01 00:00:00,2020,6,23,2,63.5225,63.595,65.565,62.02,48982000,9796400.0,0.001141,0.037431,0.265732,5,0.011613,-0.029625
NEE,2020-06-08 00:00:00,2020,6,24,2,63.265,61.7275,65.225,61.06,40889200,8177840.0,-0.024303,0.0451,0.320175,5,0.02398,-0.032945
NEE,2020-06-15 00:00:00,2020,6,25,2,61.18,60.5525,63.42,60.3325,44068400,8813680.0,-0.010257,0.029937,0.212528,5,0.006723,-0.026995
NEE,2020-06-22 00:00:00,2020,6,26,2,60.8,59.055,62.5625,58.7025,41330000,8266000.0,-0.028701,0.031944,0.226778,5,0.019941,-0.015504
NEE,2020-06-29 00:00:00,2020,6,27,2,59.3775,60.0425,60.4525,58.44,15325600,7662800.0,0.0112,0.000712,0.005051,2,0.008551,0.008101
NEE,2020-06-29 00:00:00,2020,7,27,3,59.9175,61.6,62.43,59.5775,12005600,6002800.0,0.02808,0.039193,0.278245,2,0.025357,0.000569
NEE,2020-07-06 00:00:00,2020,7,28,3,62.0475,64.9,65.3225,60.91,38805600,7761120.0,0.045973,0.036858,0.261664,5,0.0302,-0.005054
NEE,2020-07-13 00:00:00,2020,7,29,3,64.7475,68.845,69.365,63.8475,52803600,10560720.0,0.063284,0.052649,0.373771,5,0.036216,-0.013521
NEE,2020-07-20 00:00:00,2020,7,30,3,68.875,70.0625,71.4075,68.3125,34561200,6912240.0,0.017241,0.017127,0.121593,5,0.014801,-0.003813
NEE,2020-07-27 00:00:00,2020,7,31,3,70.25,70.175,71.215,68.9725,33104000,6620800.0,-0.001068,0.016998,0.120671,5,0.008681,-0.009349
NEE,2020-08-03 00:00:00,2020,8,32,3,70.285,71.945,72.3525,69.1075,33105200,6621040.0,0.023618,0.036321,0.257851,5,0.026874,-0.01108
NEE,2020-08-10 00:00:00,2020,8,33,3,72.0725,70.125,72.28,69.11,28782400,5756480.0,-0.027021,0.040248,0.285733,5,0.024479,-0.020625
NEE,2020-08-17 00:00:00,2020,8,34,3,70.515,70.6025,71.2925,70.0825,24364400,4872880.0,0.001241,0.009849,0.069921,5,0.008877,-0.002508
NEE,2020-08-24 00:00:00,2020,8,35,3,70.75,69.8875,70.9125,69.15,22013200,4402640.0,-0.012191,0.0097,0.068867,5,0.002402,-0.008212
NEE,2020-08-31 00:00:00,2020,9,36,3,69.755,69.33,72.7725,68.1975,30586800,7646700.0,-0.006093,0.064587,0.458521,4,0.040162,-0.026608
NEE,2020-08-31 00:00:00,2020,8,36,3,69.84,69.7925,70.9125,69.67,6013600,6013600.0,-0.00068,,,1,-0.001359,-0.001359
NEE,2020-09-07 00:00:00,2020,9,37,3,69.435,69.5375,71.705,68.825,20235200,5058800.0,0.001476,0.032996,0.234249,4,0.016048,-0.019336
NEE,2020-09-14 00:00:00,2020,9,38,3,69.8875,69.23,74.825,68.9525,58017200,11603440.0,-0.009408,0.081871,0.581227,5,0.048879,-0.051911
NEE,2020-09-21 00:00:00,2020,9,39,3,68.75,70.455,70.5325,67.8925,33542000,6708400.0,0.0248,0.030758,0.218361,5,0.015477,-0.017083
NEE,2020-09-28 00:00:00,2020,9,40,3,70.865,69.39,71.5075,66.785,37250800,12416933.0,-0.020814,0.031279,0.222057,3,0.008232,-0.019638
NEE,2020-09-28 00:00:00,2020,10,40,4,69.77,70.2925,71.7875,69.625,18324400,9162200.0,0.007489,0.038513,0.273418,2,0.018735,-0.005623
NEE,2020-10-05 00:00:00,2020,10,41,4,70.96,75.7275,75.93,70.7325,36184400,7236880.0,0.067186,0.018712,0.132839,5,0.023971,0.006212
NEE,2020-10-12 00:00:00,2020,10,42,4,75.75,76.4,77.015,73.915,33103200,6620640.0,0.008581,0.033298,0.236394,5,0.023923,-0.01374
NEE,2020-10-19 00:00:00,2020,10,43,4,76.2825,75.7675,76.9075,73.8575,35590400,7118080.0,-0.006751,0.030987,0.219987,5,0.015419,-0.019797
NEE,2020-10-26 00:00:00,2020,10,44,4,75.32,73.21,76.43,72.5,34594300,6918860.0,-0.028014,0.0169,0.119979,5,0.001553,-0.017419
NEE,2020-11-02 00:00:00,2020,11,45,4,74.1,75.72,76.93,73.0,42970500,8594100.0,0.021862,0.054691,0.388268,5,0.026226,-0.035517
NEE,2020-11-09 00:00:00,2020,11,46,4,81.09,77.19,83.34,75.31,40553900,8110780.0,-0.048095,0.026449,0.187769,5,0.020397,-0.01122
NEE,2020-11-16 00:00:00,2020,11,47,4,78.2,75.55,78.47,74.81,33319100,6663820.0,-0.033887,0.022336,0.158572,5,0.007255,-0.014662
NEE,2020-11-23 00:00:00,2020,11,48,4,76.0,75.13,76.13,74.13,24446600,6111650.0,-0.011447,0.028518,0.202461,4,0.013203,-0.012972
NEE,2020-11-30 00:00:00,2020,12,49,4,74.12,72.52,75.57,71.94,28652600,7163150.0,-0.021587,0.022554,0.160114,4,0.00761,-0.012919
NEE,2020-11-30 00:00:00,2020,11,49,4,75.3,73.59,75.4,73.25,13120300,13120300.0,-0.022709,,,1,-0.020498,-0.020498
NEE,2020-12-07 00:00:00,2020,12,50,4,72.5,73.8,74.29,72.13,33918400,6783680.0,0.017931,0.013905,0.098719,5,0.010342,-0.005294
NEE,2020-12-14 00:00:00,2020,12,51,4,74.4,74.51,76.02,73.29,43089500,8617900.0,0.001478,0.024912,0.176858,5,0.018491,-0.007327
NEE,2020-12-21 00:00:00,2020,12,52,4,73.94,74.98,75.55,72.88,18600600,4650150.0,0.014065,0.013651,0.09691,4,0.008745,-0.005086
NEE,2020-12-28 00:00:00,2020,12,53,4,75.43,77.15,77.19,75.04,15452800,3863200.0,0.022803,0.016867,0.119744,4,0.016335,-0.002119
NEE,2021-01-04 00:00:00,2021,1,1,1,77.21,81.13,81.21,73.58,46076100,9215220.0,0.050771,0.070708,0.501979,5,0.04895,-0.037978
NEE,2021-01-11 00:00:00,2021,1,2,1,80.98,82.04,83.26,78.54,42736800,8547360.0,0.01309,0.036765,0.261005,5,0.026207,-0.017749
NEE,2021-01-18 00:00:00,2021,1,3,1,82.5,84.21,85.03,81.76,32359900,8089975.0,0.020727,0.01787,0.126861,4,0.014974,-0.004045
NEE,2021-01-25 00:00:00,2021,1,4,1,84.12,80.87,87.69,79.61,64316800,12863360.0,-0.038635,0.084738,0.601582,5,0.031588,-0.059134
NEE,2021-02-01 00:00:00,2021,2,5,1,82.27,83.6,84.55,80.85,30350300,6070060.0,0.016166,0.014304,0.101551,5,0.015055,-0.000602
NEE,2021-02-08 00:00:00,2021,2,6,1,84.0,83.13,84.99,82.62,28206400,5641280.0,-0.010357,0.012382,0.087902,5,0.005156,-0.009768
NEE,2021-02-15 00:00:00,2021,2,7,1,83.29,78.1,83.57,77.95,31950700,7987675.0,-0.062312,0.034104,0.242116,4,0.00062,-0.032578
NEE,2021-02-22 00:00:00,2021,2,8,1,77.8,73.48,77.94,72.71,62541800,12508360.0,-0.055527,0.035707,0.253492,5,0.004067,-0.038412
NEE,2021-03-01 00:00:00,2021,3,9,1,74.64,70.7,76.91,68.33,60268600,12053720.0,-0.052787,0.059137,0.419833,5,0.03307,-0.039979
NEE,2021-03-08 00:00:00,2021,3,10,1,71.0,75.67,76.01,70.55,42805900,8561180.0,0.065775,0.0391,0.277584,5,0.044595,0.002263
NEE,2021-03-15 00:00:00,2021,3,11,1,75.49,70.84,76.34,70.06,60990700,12198140.0,-0.061598,0.03233,0.229521,5,-0.001854,-0.032104
NEE,2021-03-22 00:00:00,2021,3,12,1,70.76,74.06,74.29,70.76,52248500,10449700.0,0.046637,0.038582,0.273905,5,0.032501,-0.016077
NEE,2021-03-29 00:00:00,2021,4,13,2,75.5,75.77,76.38,75.38,6548900,6548900.0,0.003576,,,1,0.002116,0.002116
NEE,2021-03-29 00:00:00,2021,3,13,1,74.11,75.61,75.94,73.69,24039600,8013200.0,0.02024,0.030174,0.214211,3,0.018728,-0.007754
NEE,2021-04-05 00:00:00,2021,4,14,2,76.54,77.94,78.41,75.95,33084700,6616940.0,0.018291,0.013658,0.096959,5,0.01333,-0.001934
NEE,2021-04-12 00:00:00,2021,4,15,2,77.78,80.94,81.41,77.21,36986600,7397320.0,0.040627,0.019916,0.14139,5,0.018032,-0.003849
